fiscal_year,year,month,month_numeric,start_date_stamp,end_date_stamp,name_of_mutual_fund,net_resource_mobilisation_inr_crore,data_from_table,released_on,updated_on,data_source,data_url,period_date
2023-24,2023,June,6,2023-04-01,2023-06-30,WhiteOak Capital Mutual Fund,535.400457538,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-06-30
2023-24,2023,July,7,2023-04-01,2023-07-31,WhiteOak Capital Mutual Fund,822.993393054,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-07-31
2023-24,2023,August,8,2023-04-01,2023-08-31,WhiteOak Capital Mutual Fund,1168.4286921120001,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-08-31
2023-24,2023,September,9,2023-04-01,2023-09-30,WhiteOak Capital Mutual Fund,2156.0202914428733,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-09-30
2023-24,2023,October,10,2023-04-01,2023-10-31,WhiteOak Capital Mutual Fund,2690.935315105219,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-10-31
2023-24,2023,November,11,2023-04-01,2023-11-30,WhiteOak Capital Mutual Fund,3003.4011353848473,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-11-30
2023-24,2023,December,12,2023-04-01,2023-12-31,WhiteOak Capital Mutual Fund,4067.4640254724827,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-12-31
2023-24,2024,January,1,2023-04-01,2024-01-31,WhiteOak Capital Mutual Fund,4438.322847818371,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-01-31
2023-24,2024,February,2,2023-04-01,2024-02-29,WhiteOak Capital Mutual Fund,4932.22148032783,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-02-29
2023-24,2024,March,3,2023-04-01,2024-03-31,WhiteOak Capital Mutual Fund,5314.11051897932,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-03-31
2024-25,2024,April,4,2023-04-01,2024-04-30,WhiteOak Capital Mutual Fund,435.6150074873223,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-04-30
2024-25,2024,May,5,2023-04-01,2024-05-31,WhiteOak Capital Mutual Fund,749.5053181868948,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-05-31
2024-25,2024,June,6,2023-04-01,2024-06-30,WhiteOak Capital Mutual Fund,1163.1051349514573,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-06-30
2024-25,2024,July,7,2023-04-01,2024-07-31,WhiteOak Capital Mutual Fund,1678.6629504173516,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-07-31
2024-25,2024,August,8,2023-04-01,2024-08-31,WhiteOak Capital Mutual Fund,2043.8436212202357,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-08-31
2024-25,2024,September,9,2023-04-01,2024-09-30,WhiteOak Capital Mutual Fund,2588.3179269838183,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-09-30
2024-25,2024,October,10,2023-04-01,2024-10-31,WhiteOak Capital Mutual Fund,3509.7074660580206,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-10-31
2024-25,2024,November,11,2023-04-01,2024-11-30,WhiteOak Capital Mutual Fund,4062.742411834138,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-11-30
2024-25,2024,December,12,2023-04-01,2024-12-31,WhiteOak Capital Mutual Fund,4676.56738661345,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-12-31
2024-25,2025,January,1,2023-04-01,2025-01-31,WhiteOak Capital Mutual Fund,5652.335097671573,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2025-01-31
2024-25,2025,March,3,2023-04-01,2025-03-31,WhiteOak Capital Mutual Fund,7198.58922100248,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2025-03-31
2021-22,2022,January,1,2021-04-01,2022-01-31,Samco Mutual Fund,0,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-01-31
2021-22,2022,February,2,2021-04-01,2022-02-28,Samco Mutual Fund,578.5281782449999,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-02-28
2021-22,2022,March,3,2021-04-01,2022-03-31,Samco Mutual Fund,614.7186545099977,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-03-31
2022-23,2022,April,4,2022-04-01,2022-04-30,Samco Mutual Fund,22.9161105850001,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-04-30
2022-23,2022,May,5,2022-04-01,2022-05-31,Samco Mutual Fund,37.976804775,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-05-31
2022-23,2022,June,6,2022-04-01,2022-06-30,Samco Mutual Fund,53.56043221399993,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-06-30
2022-23,2022,July,7,2022-04-01,2022-07-31,Samco Mutual Fund,66.42408754299971,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-07-31
2022-23,2022,August,8,2022-04-01,2022-08-31,Samco Mutual Fund,82.56767951099982,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-08-31
2022-23,2022,September,9,2022-04-01,2022-09-30,Samco Mutual Fund,89.21690639799967,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-09-30
2022-23,2022,October,10,2022-04-01,2022-10-31,Samco Mutual Fund,140.37291109999967,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-10-31
2022-23,2022,November,11,2022-04-01,2022-11-30,Samco Mutual Fund,151.27916925499926,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-11-30
2022-23,2022,December,12,2022-04-01,2022-12-31,Samco Mutual Fund,231.77262018099904,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2022-12-31
2022-23,2023,January,1,2022-04-01,2023-01-31,Samco Mutual Fund,228.50449634399934,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-01-31
2022-23,2023,February,2,2022-04-01,2023-02-28,Samco Mutual Fund,215.05793891,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-02-28
2022-23,2023,March,3,2022-04-01,2023-03-31,Samco Mutual Fund,232.23345720999998,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-03-31
2023-24,2023,April,4,2023-04-01,2023-04-30,Samco Mutual Fund,-12.091240610000003,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-04-30
2023-24,2023,May,5,2023-04-01,2023-05-31,Samco Mutual Fund,-4.643288800000004,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-05-31
2023-24,2023,June,6,2023-04-01,2023-06-30,Samco Mutual Fund,-29.715226329999997,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-06-30
2023-24,2023,July,7,2023-04-01,2023-07-31,Samco Mutual Fund,370.63334728,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-07-31
2023-24,2023,August,8,2023-04-01,2023-08-31,Samco Mutual Fund,358.5640088900001,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-08-31
2023-24,2023,September,9,2023-04-01,2023-09-30,Samco Mutual Fund,348.53731084,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-09-30
2023-24,2023,October,10,2023-04-01,2023-10-31,Samco Mutual Fund,346.71524330999995,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-10-31
2023-24,2023,November,11,2023-04-01,2023-11-30,Samco Mutual Fund,365.09518849000006,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-11-30
2023-24,2023,December,12,2023-04-01,2023-12-31,Samco Mutual Fund,876.17266604,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-12-31
2023-24,2024,January,1,2023-04-01,2024-01-31,Samco Mutual Fund,905.35363085,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-01-31
2023-24,2024,February,2,2023-04-01,2024-02-29,Samco Mutual Fund,1120.3971242499997,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-02-29
2023-24,2024,March,3,2023-04-01,2024-03-31,Samco Mutual Fund,1098.45688193,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-03-31
2024-25,2024,April,4,2023-04-01,2024-04-30,Samco Mutual Fund,-31.55399055,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-04-30
2024-25,2024,May,5,2023-04-01,2024-05-31,Samco Mutual Fund,-85.57095493,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-05-31
2024-25,2024,June,6,2023-04-01,2024-06-30,Samco Mutual Fund,70.51806884,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-06-30
2024-25,2024,July,7,2023-04-01,2024-07-31,Samco Mutual Fund,67.43477294,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-07-31
2024-25,2024,August,8,2023-04-01,2024-08-31,Samco Mutual Fund,83.24002935,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-08-31
2024-25,2024,September,9,2023-04-01,2024-09-30,Samco Mutual Fund,107.25462665,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-09-30
2024-25,2024,October,10,2023-04-01,2024-10-31,Samco Mutual Fund,411.98067953,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-10-31
2024-25,2024,November,11,2023-04-01,2024-11-30,Samco Mutual Fund,439.44085111999993,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-11-30
2024-25,2024,December,12,2023-04-01,2024-12-31,Samco Mutual Fund,616.68226151,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-12-31
2024-25,2025,January,1,2023-04-01,2025-01-31,Samco Mutual Fund,641.1792639799999,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2025-01-31
2024-25,2025,March,3,2023-04-01,2025-03-31,Samco Mutual Fund,771.63862193,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2025-03-31
2022-23,2023,January,1,2022-04-01,2023-01-31,Bajaj Finserv Mutual Fund,0,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-01-31
2022-23,2023,February,2,2022-04-01,2023-02-28,Bajaj Finserv Mutual Fund,0,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-02-28
2022-23,2023,March,3,2022-04-01,2023-03-31,Bajaj Finserv Mutual Fund,0,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-03-31
2023-24,2023,April,4,2023-04-01,2023-04-30,Bajaj Finserv Mutual Fund,0,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-04-30
2023-24,2023,May,5,2023-04-01,2023-05-31,Bajaj Finserv Mutual Fund,0,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-05-31
2023-24,2023,June,6,2023-04-01,2023-06-30,Bajaj Finserv Mutual Fund,0,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-06-30
2023-24,2023,July,7,2023-04-01,2023-07-31,Bajaj Finserv Mutual Fund,2966.39395328,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-07-31
2023-24,2023,August,8,2023-04-01,2023-08-31,Bajaj Finserv Mutual Fund,4840.1488887,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-08-31
2023-24,2023,September,9,2023-04-01,2023-09-30,Bajaj Finserv Mutual Fund,5170.19665396,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-09-30
2023-24,2023,October,10,2023-04-01,2023-10-31,Bajaj Finserv Mutual Fund,6107.97106459,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-10-31
2023-24,2023,November,11,2023-04-01,2023-11-30,Bajaj Finserv Mutual Fund,5856.86160648,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-11-30
2023-24,2023,December,12,2023-04-01,2023-12-31,Bajaj Finserv Mutual Fund,6128.84350021,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2023-12-31
2023-24,2024,January,1,2023-04-01,2024-01-31,Bajaj Finserv Mutual Fund,7487.21784368,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-01-31
2023-24,2024,February,2,2023-04-01,2024-02-29,Bajaj Finserv Mutual Fund,9684.82142944,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-02-29
2023-24,2024,March,3,2023-04-01,2024-03-31,Bajaj Finserv Mutual Fund,9078.25415062,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-03-31
2024-25,2024,April,4,2023-04-01,2024-04-30,Bajaj Finserv Mutual Fund,503.05686164,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-04-30
2024-25,2024,May,5,2023-04-01,2024-05-31,Bajaj Finserv Mutual Fund,897.59070136,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-05-31
2024-25,2024,June,6,2023-04-01,2024-06-30,Bajaj Finserv Mutual Fund,1764.81298004,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-06-30
2024-25,2024,July,7,2023-04-01,2024-07-31,Bajaj Finserv Mutual Fund,3942.63965492,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-07-31
2024-25,2024,August,8,2023-04-01,2024-08-31,Bajaj Finserv Mutual Fund,6545.13938525,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-08-31
2024-25,2024,September,9,2023-04-01,2024-09-30,Bajaj Finserv Mutual Fund,5295.3066133,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-09-30
2024-25,2024,October,10,2023-04-01,2024-10-31,Bajaj Finserv Mutual Fund,7523.30383491,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-10-31
2024-25,2024,November,11,2023-04-01,2024-11-30,Bajaj Finserv Mutual Fund,8160.06830094,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-11-30
2024-25,2024,December,12,2023-04-01,2024-12-31,Bajaj Finserv Mutual Fund,6961.33556845,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2024-12-31
2024-25,2025,January,1,2023-04-01,2025-01-31,Bajaj Finserv Mutual Fund,9239.3382257,Table 60 AMC-Wise Net Resource Mobilisation  (₹ crore),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105,2025-01-31
