fiscal_year,measure_type,portfolio_category,line_item,value,data_from_table,released_on,updated_on,data_source,data_url
2021-22,aum_inr_crore,advisory,total,208245.45365999997,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,coinvestment,derivatives_commodity,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,coinvestment,derivatives_others,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,coinvestment,equity_derivative,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,coinvestment,listed_equity,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,coinvestment,mutual_fund,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,coinvestment,others,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,coinvestment,plain_debt_listed,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,coinvestment,plain_debt_unlisted,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,coinvestment,structured_debt_listed,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,coinvestment,structured_debt_un_listed,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,coinvestment,total,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,coinvestment,unlisted_equity,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,discretionary,derivatives_commodity,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,discretionary,derivatives_others,10.021799999999999,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,discretionary,equity_derivative,373.1164299999999,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,discretionary,listed_equity,231700.1140199999,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,discretionary,mutual_fund,19095.80928000001,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,discretionary,others,9907.389649999994,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,discretionary,plain_debt_listed,1749028.2577600002,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,discretionary,plain_debt_un_listed,23606.968480000003,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,discretionary,structured_debt_listed,2020.9299999999998,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,discretionary,structured_debt_un_listed,125.77000000000001,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,discretionary,total,2036380.39576,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,discretionary,unlisted_equity,512.0183400000001,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,grand_total,derivatives_commodity,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,grand_total,derivatives_others,10.021799999999999,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,grand_total,equity_derivative,373.1164299999999,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,grand_total,listed_equity,253089.6639299999,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,grand_total,mutual_fund,50891.031230000015,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,grand_total,others,14782.301069999994,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,grand_total,plain_debt_listed,1863065.31132,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,grand_total,plain_debt_un_listed,25685.070190000002,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,grand_total,structured_debt_listed,3868.1899999999996,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,grand_total,structured_debt_un_listed,126.02000000000001,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,grand_total,total,2212719.79727,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,grand_total,unlisted_equity,829.0713000000002,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,non_discretionary,derivatives_commodity,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,non_discretionary,derivatives_others,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,non_discretionary,equity_derivative,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,non_discretionary,listed_equity,21389.549909999998,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,non_discretionary,mutual_fund,31795.221950000006,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,non_discretionary,others,4874.911419999999,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,non_discretionary,plain_debt_listed,114037.05356,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,non_discretionary,plain_debt_un_listed,2078.1017099999995,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,non_discretionary,structured_debt_listed,1847.26,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,non_discretionary,structured_debt_un_listed,0.25,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,non_discretionary,total,176339.40151,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,aum_inr_crore,non_discretionary,unlisted_equity,317.0529600000001,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,number_of_clients,advisory,,1918,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,number_of_clients,coinvestment,,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,number_of_clients,discretionary,,130919,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,number_of_clients,non_discretionary,,7522,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,aum_inr_crore,advisory,total,220021.09719999993,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,aum_inr_crore,coinvestment,derivatives_commodity,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,aum_inr_crore,coinvestment,derivatives_others,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,aum_inr_crore,coinvestment,equity_derivative,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,aum_inr_crore,coinvestment,listed_equity,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,aum_inr_crore,coinvestment,mutual_fund,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,aum_inr_crore,coinvestment,others,-0.16,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,aum_inr_crore,coinvestment,plain_debt_listed,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,aum_inr_crore,coinvestment,plain_debt_unlisted,85,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,aum_inr_crore,coinvestment,structured_debt_listed,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,aum_inr_crore,coinvestment,structured_debt_un_listed,1.91,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,aum_inr_crore,coinvestment,total,127.77000000000001,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,aum_inr_crore,coinvestment,unlisted_equity,41.02,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,aum_inr_crore,discretionary,derivatives_commodity,0,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,aum_inr_crore,discretionary,derivatives_others,6,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,aum_inr_crore,discretionary,equity_derivative,269.44396,Table 65: Assets Under Management by Portfolio Managers (since April 2022 in new format),2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
