fiscal_year,year,month,month_numeric,data_from_table,depository,debt_listed_no.of_issuers_debt,debt_listed_no.of_active_instruments,debt_listed_demat_quantity_lakh,debt_listed_demat_value_rs_crore,debt_listed_quantity_settled_during_the_month_lakh,debt_listed_value_settled_during_the_month_rs_crore,debt_unlisted_no.of_issuers_debt,debt_unlisted_no.of_active_instruments,debt_unlisted_demat_quantity_lakh,debt_unlisted_demat_value_rs_crore,debt_unlisted_quantity_settled_during_the_month_lakh,debt_unlisted_value_settled_during_the_month_rs_crore,equity_listed_no.of_companies,equity_listed_no.of_active_instruments,equity_listed_demat_quantity_lakh,equity_listed_demat_value_rs_crore,equity_listed_quantity_settled_during_the_month_lakh,equity_listed_value_settled_during_the_month_rs_crore,equity_unlisted_no.of_companies,equity_unlisted_no.of_active_instruments,equity_unlisted_demat_quantity_lakh,equity_unlisted_demat_value_rs_crore,equity_unlisted_quantity_settled_during_the_month_lakh,equity_unlisted_value_settled_during_the_month_rs_crore,others_listed_no.of_issuers,others_listed_no.of_active_instruments,others_listed_demat_quantity_lakh,others_listed_demat_value_rs_crore,others_listed_quantity_settled_during_the_month_lakh,others_listed_value_settled_during_the_month_rs_crore,others_unlisted_no.of_issuers,others_unlisted_no.of_active_instruments,others_unlisted_demat_quantity_lakh,others_unlisted_demat_value_rs_crore,others_unlisted_quantity_settled_during_the_month_lakh,others_unlisted_value_settled_during_the_month_rs_crore,total_listed_no.of_issuers_of_debt_companies_equity,total_listed_no.of_active_instruments,total_listed_demat_quantity_lakh,total_listed_demat_value_rs_crore,total_listed_quantity_settled_during_the_month_lakh,total_listed_value_settled_during_the_month_rs_crore,total_unlisted_no.of_issuers_of_debt_companies_equity,total_unlisted_no.of_active_instruments,total_unlisted_demat_quantity_lakh,total_unlisted_demat_value_rs_crore,total_unlisted_quantity_settled_during_the_month_lakh,total_unlisted_value_settled_during_the_month_rs_crore,released_on,updated_on,data_source,data_url
2014-15,2015,January,1,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,609,8732,14695.03352,1499122.6950191073,613.13122,236383.1304363,642,3714,117032.2012,181124.246133605,373.9832,15605.1025294,5898,11842,3800789.20442,8797165.64013237,75617.85328,169106.26236498382,5988,6390,4148485.97209,391753.920393798,7.10145,7.077321275000003,56,6219,282425.9844896698,34421.6428502603,1664.9922019500002,600.3828552210003,2323,22258,669681.766324051,797474.1072993984,394.6433687200012,194.2626508749999,6563,26793,4097910.2224296695,10330709.978001738,77895.97670194998,406089.77565650485,8953,32362,4935199.93961405,1370352.2738268012,775.7280187200013,15806.442501549998,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,2015,February,2,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,625,9108,14843.35545,1523415.2405917333,476.04756,157679.406063,633,3476,125788.91288,184273.95618223204,87.69184,7813.7143456,5914,11872,3815776.08245,8944474.985126985,80854.36109,196430.98776492933,6088,6492,4192119.39984,395909.83234078606,10.0913,15.390638255000004,54,5844,279447.93095148006,34602.66664314866,6028.907047120001,920.7079061490003,2351,23053,670683.0960409599,839112.4462878105,263.31414537000114,86.4353276689999,6593,26824,4110067.36885148,10502492.892361866,87359.31569712001,355031.1017340783,9072,33021,4988591.408760959,1419296.2348108287,361.09728537000115,7915.540311524001,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2014-15,2015,March,3,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,626,9283,14950.5182,1552800.162812371,1224.19521,201685.3680035,665,3611,206648.9537,209225.59704898295,3265.44781,15589.7080856,5943,11917,3847518.59542,8687942.217589077,93905.5966,219684.40767813497,6270,6686,4270972.33314,403655.662794904,8.56223,11.33472303,53,5405,249148.08609037995,33439.42764925209,4656.5247521599995,1143.584210663,2404,22971,684331.9010805702,861251.7258175823,302.37561012000003,56.895366302999975,6622,26605,4111617.19971038,10274181.8080507,99786.31656216,422513.359892298,9339,33268,5161953.18792057,1474132.9856614694,3576.3856501200003,15657.938174933,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,2015,April,4,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,640,9340,14995,1580969,451.05077,192030.2245465,674,3558,206774,196313,23785.747,12781.6741868,5968,11956,3888284,8444553,70425.46926,189386.89063369497,6350,6770,4316211,407776,9.33515,5.707320049999999,53,5581,247661,32072,11918.70989842,1177.041180505,2517,23771,703850,858046,400.82646017999974,122.7001145460002,6661,26877,4150940,10057594,82795.22992842,382594.15636069997,9541,34099,5226835,1462134,24195.90861018,12910.081621396,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,2015,May,5,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,638,9389,15035.91279,1574452.3334588315,359.49995,160376.0188506,686,3606,207296.73808,197383.465854128,5777.89039,18158.0713993,5982,11996,3909273.05501,8728898.805814415,65916.98899,169611.44295346792,6418,6850,4399593.61992,415996.33717300696,13.3118,11.07823721,54,5710,246161.60320041,32143.71033068188,2703.67534893,1064.4291112560002,2557,24070,760218.5342978089,863609.4785113722,383.87071422000037,76.689246121,6674,27095,4170470.57100041,10335494.849603929,68980.16428893,331051.8909153239,9661,34526,5367108.892297809,1476989.2815385072,6175.07290422,18245.838882631,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,2015,June,6,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,640,9529,15001.25715,1594194.9113961658,1561.22813,207589.5777913,714,3714,217633.95358,203906.78847972304,4152.48922,11712.1410499,5994,12016,3920942.19884,8590414.239092382,76989.54968,191060.2659842468,6507,6941,4459840.10168,423021.5940761121,2.50091,2.179822645,53,5808,246010.72438387998,31959.29822170387,3511.1958876,1031.7882169899997,2584,23204,771334.585497759,860665.1492040379,358.5994906699996,85.62417742699992,6687,27353,4181954.18037388,10216568.448710252,82061.9736976,399681.6319925368,9805,33859,5448808.64075776,1487593.531759873,4513.58962067,11799.945049971999,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,2015,July,7,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,650,9699,97077.86483,1614158.6484394763,3080.01758,175645.4595573,733,3650,136027.27561,199886.605890813,923.80871,23781.3115478,6005,11991,3955742.37773,8880761.935249113,78823.62366,170019.37782641817,6590,7029,4474391.2567,424644.64795604395,4.20356,5.029105575,53,5945,245005.11356015003,31375.514009409766,1429.1558416000003,1044.6278828469985,2622,24208,840531.414428849,831236.2681845957,600.6713862799999,88.952290289,6708,27635,4297825.35612015,10526296.097698,83332.7970816,346709.46526656515,9945,34887,5450949.946738848,1455767.5220314527,1528.68365628,23875.292943663997,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,2015,August,8,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,661,9922,97137.06529,1658464.6207099753,8039.6261,202436.50243,747,3702,144400.08887,195029.83213758105,254.3527,13342.7767906,6030,12054,3968751.78879,8362977.643337572,96138.77362,207418.7297130714,6660,7107,4522689.09474,428762.41845942003,4.49229,7.315375521000001,55,6277,244238.90923004012,30941.309716743464,960.6345871,960.6166419070001,2620,24152,888173.8770282213,846022.7510227292,740.9514876899984,118.47966788000019,6746,28253,4310127.76331004,10052383.573764293,105139.0343071,410815.8487849784,10027,34961,5555263.060638221,1469815.0016197301,999.7964776899985,13468.571834001,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,2015,September,9,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,660,10039,97117.55337,1671835.636176201,3931.03679,186966.2184554,779,3941,154027.12188,205931.1354848521,2629.4749,22185.203715,6049,12094,3992365.30989,8343348.818705535,67971.25991,157241.3236678229,6750,7195,4572639.32622,433203.56628675497,2.41442,4.595295361,54,6381,245946.2604680301,31321.50874626913,3358.99939969,1168.88360598,2671,24185,896601.240889619,820881.2651958137,457.1723236000001,86.89870857199986,6763,28514,4335429.12372803,10046505.963628003,75261.29609969,345376.4257292029,10200,35321,5623267.68898962,1460015.9669674207,3089.0616436000005,22276.697718933,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,2015,October,10,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,669,10140,97257.20978,1703778.1273344315,1455.68931,220655.8475002,805,3835,169974.49838,209965.13417497207,164.50934,13471.1153123,6086,12189,4010958.30329,8461918.961502545,67914.70392,158252.39566210075,6799,7246,4707949.14839,445820.62989060115,2.1783,0.40094935,55,6491,254331.60344282008,32106.01298486112,5340.07920096,1138.2798297389998,2687,24230,931543.6244366828,830871.8059432611,357.91682216,76.65166467500008,6810,28820,4362547.11651282,10197803.101821836,74710.47243096,380046.5229920398,10291,35311,5809467.271206683,1486657.5700088344,524.60446216,13548.167926325,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,2015,November,11,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,671,10219,97495.91303,1718893.9762791279,342.31744,158450.6060365,811,3875,173008.82763,205725.0879150641,2.03641,8804.827872,6093,12197,4063797.9848,8481748.790004188,65322.95838,138337.5666920491,6855,7305,4696412.2809,443717.870982511,0,0,55,6553,261325.24414908997,33933.62269009522,12904.62425514,1184.6009649690002,2714,24520,940077.334004432,866453.2234020047,299.8767249699999,50.61808265400004,6819,28969,4422619.14197909,10234576.388973411,78569.90007514,297972.77369351813,10380,35700,5809498.442534432,1515896.18229958,301.9131349699999,8855.445954654,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,2015,December,12,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,677,10288,97949,1716727,1464.51972,181344.8028134,826,3948,176203,207637,20414.03913,18394.0566845,6101,12209,4085222,8629130,81854.10597,157129.79237598935,6960,7415,4738404,448178,2.28,1.46832,56,6640,274453,35263,11538.711743430002,1829.959798855,2725,24495,996728,893043,438.7972923699996,101.7985825799999,6834,29137,4457623,10381120,94857.33743343,340304.5549882443,10511,35858,5911335,1548858,20855.11642237,18497.323587079998,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,2016,January,1,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,685,10420,99010,1744283,995.87915,133835.112551,841,3990,181025,207901,7.02882,7367.8919289,6114,12228,4091112,8119810,80723.0315,147639.10445477735,7070,7528,4775421,452700,4.66004,1.074584,56,6736,276846,36565,3943.6141257199997,1622.6175227969998,2773,24652,1034451,895034,468.6501545899996,98.65093287099992,6855,29384,4466968,9900657,85662.52477572,283096.83452857437,10684,36170,5990897,1555634,480.3390145899996,7467.617445770999,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,2016,February,2,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,688,10565,99177,1755851,131973.69902,186413.0175402,876,4012,188535,225413,1335.55432,16358.9442544,6139,12272,4110269,7448483,79020.27571,154667.35997996805,7192,7652,4890746,474645,74.68223,112.84095959000001,57,6850,282934,38121,5463.2972033099995,1824.9121645460002,2809,25046,1111532,963715,452.9169511500001,87.88654961099991,6884,29687,4492380,9242455,216457.27193331002,342905.2896847141,10877,36710,6190812,1663772,1863.1535011500002,16559.671763601,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2015-16,2016,March,3,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,695,10683,98465,1783678,60556.70637,246583.7965868,886,4217,190453,245652,3766.78071,27582.175883,6159,12303,4145739,8204011,73509.043,168961.1576584124,7322,7798,5167624,488684,12.56047,1.741971848,57,7040,284180,40633,7269.98182328,2033.8061305940003,2843,25132,1115630,953009,442.76019616999946,96.13997864000008,6911,30026,4528383,10028322,141335.73119328,417578.76037580636,11051,37147,6473707,1687345,4222.10137617,27680.057833488,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,2016,April,4,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,700,10842,98764,1802085,4077.63355,176992.960376,887,4135,199744,229060,344.03686,17015.6179273,6181,12326,4157651,8406712,74314.28151,148120.395649107,7387,7864,5202964,491908,25.68229,6.312723875,60,7104,116409,40516,1931.7714687299997,1465.7441031150001,2887,25349,1141541,957324,470.3167936799988,133.88401518300003,6941,30272,4372825,10249313,80323.68652873,326579.10012822197,11161,37348,6544249,1678291,840.0359436799988,17155.814666358,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,2016,May,5,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,707,10964,98774.26515,1828686.0429697651,1671.04195,162186.6210894,898,4145,190871.57329,225584.34458200968,5122.22987,25599.0637275,6194,12372,4159950.10396,8593824.49002534,75103.147,167187.1466579333,7518,7999,5265500.64022,507526.578225292,563.13193,778.9629141100002,60,7156,117288.90039223008,41006.83647792649,1532.8392193400002,1938.034479595,3011,26167,1293412.8858213718,979648.6668428066,462.4319809800001,119.21560300599995,6961,30492,4376013.26950223,10463517.36947303,78307.02816934,331311.8022269283,11427,38311,6749785.0993313715,1712759.5896501082,6147.7937809800005,26497.242244616,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,2016,June,6,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,711,11150,98874.7883,1843232.278111341,2260.44867,178887.8705582,919,4185,192547.61488,228516.6831554076,4169.45544,41162.4890416,6210,12395,4228410.19521,8897211.08459868,80920.13007,176241.20009023606,7643,8130,5462315.82427,517591.76546558895,119.79966,59.46883229499999,61,7250,118927.28310862993,42168.68438068996,874.53365,81.05925071200001,3026,26654,1303458.909532881,954274.4623618801,0.02016,0.5410944,6982,30795,4446212.26661863,10782612.04709071,84055.11239,355210.1298991481,11588,38969,6958322.348682881,1700382.9109828766,4289.275259999999,41222.498968295,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,2016,July,7,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,712,11248,100625.07543,1862253.113231123,6660.024,274214.3370885,938,4145,190487.5782,245029.5130802335,501.40499,37542.8383556,6198,12415,4285504.7285,9403513.201491518,89470.99303,204111.66366445512,7758,8249,5482047.53529,520411.47237864794,0,0,61,7316,119785.40078995001,43070.87855495238,375.36025077,1633.2729806289997,3099,26882,1369643.9071854881,933807.4382935986,548.0668145499998,130.31869075000034,6971,30979,4505915.20471995,11308837.193277594,96506.37728077,479959.2737335841,11795,39276,7042179.020675489,1699248.4237524802,1049.47180455,37673.157046349996,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,2016,August,8,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,711,11205,100964.93212,1884957.3303883637,3922.79005,235752.471328,969,4262,191846.06153,266489.5455397366,2120.76563,18308.087704,6213,12458,4294603.08344,9552292.959995676,86440.92276,210508.34207001328,7858,8353,5446366.26936,530516.2261800292,7.50534,9.67134229,61,7347,117470.81801464003,43420.70257482124,440.97183732999986,1688.851532425,3136,27634,1510731.779437729,981580.7543669922,637.6469529599989,128.17688871,6985,31010,4513038.833574641,11480670.99295886,90804.68464733,447949.6649304383,11963,40249,7148944.110327729,1778586.526086758,2765.917922959999,18445.935935,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,2016,September,9,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,738,11566,103773.4484,1953284.3676956836,9713.29012,336045.2414291,980,4081,195626.67777,258775.96767961959,2659.63106,23316.5609325,6232,12488,4330092.76015,9488482.450339867,89618.58419,206005.85229282553,7988,8484,5556379.16495,570556.5704684571,11.5967,4.01339427,61,7249,120165.22713551992,45669.2249729867,391.43171528000005,1778.7646071719998,3165,27685,1543394.80417273,996541.6283628063,621.6048038300012,146.51760304999985,7031,31303,4554031.43568552,11487436.043008538,99723.30602528,543829.8583290975,12133,40250,7295400.64689273,1825874.1665108828,3292.832563830001,23467.091929820002,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,2016,October,10,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,742,11617,103799.56004,1989342.0568206012,3830.34717,299801.4587475,1010,4162,196024.08177,247829.79432640367,636.10458,9675.0093142,6259,12544,4381103.94046,9775487.363874946,96668.53276,260976.91523804134,8082,8586,5596187.5553,532026.969494031,0.51,0.19542,61,7252,121597.36285327005,47016.34594933618,484.99521026,898.44471465,3256,27702,1690126.435927767,993488.2699888402,732.1810242100004,135.22645870300008,7062,31413,4606500.86335327,11811845.766644884,100983.87514026,561676.8187001913,12348,40450,7482338.0729977675,1773345.033809275,1368.7956042100004,9810.431192903001,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,2016,November,11,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,746,11705,103821.54093,2015248.93158153,3711.42481,305719.055863,1037,4263,201834.06291,262437.8752667996,1713.92068,14191.60206,6246,12536,4398495.73394,9243271.483433131,87577.29308,217739.1832794043,8244,8717,5663847.11056,538713.0999629528,0,0,62,7227,122370.84947921993,47718.037530512775,414.70614743,1162.046647722,3280,27825,1720026.9946371291,1005997.0788867271,973.8110891899994,161.8838148640002,7054,31468,4624688.12434922,11306238.452545175,91703.42403743,524620.2857901263,12561,40805,7585708.168107129,1807148.0541164796,2687.7317691899993,14353.485874864,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,2016,December,12,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,747,11819,103761.10711,2040491.39706143,5630.11756,281750.0915592,1066,4206,202438.577,272607.3513989283,2704.49054,71422.3215638,6256,12553,4437402.93485,9127038.289139226,71568.40271,170448.46206829228,8349,8826,5721673.0295,543081.517824892,4.76,0.48,62,7222,128971.23178527007,50997.70268649512,593.3887232899999,1389.474709021,3287,27780,1736251.7162635,963240.6691181369,937.56307275,169.0372894170001,7065,31594,4670135.27374527,11218527.38888715,77791.90899329,453588.02833651326,12702,40812,7660363.3227635,1778929.5383419571,3646.81361275,71591.83885321699,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,2017,January,1,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,748,11873,105649.28619,2070334.2112177613,9836.99511,292712.9004769,1111,4319,210337.98551,277178.09875721333,6.70878,30204.6165293,6264,12576,4468162.98563,9648528.418420082,80259.10556,180530.59644561764,8510,8998,5829465.19513,553967.3148732722,0,0,62,7174,154913.86220511998,58594.36129717166,771.95469272,1447.397869149,3333,27972,1825937.922348202,996572.4277130181,1336.3979618300011,293.14203209999965,7074,31623,4728726.13402512,11777456.990935015,90868.05536272,474690.89479166665,12954,41289,7865741.102988202,1827717.8413435037,1343.106741830001,30497.7585614,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,2017,February,2,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,743,11748,105761.06628,2082791.5444867578,3976.73756,257326.5523025,1158,4658,216254.12296,295403.5684855594,1653.78419,21042.2778556,6277,12594,4500979.66997,10087736.33993623,94255.73857,215657.78633482583,8656,9153,5914844.49647,562691.7822821952,0,0,62,7237,155580.02062553,60178.429185366775,3866.6386004399997,1932.2689409980007,3376,28433,1915468.5955454607,1043625.3398563471,1037.4719872600008,176.5302599179997,7082,31579,4762320.75687553,12230706.313608354,102099.11473044,474916.6075783238,13190,42244,8046567.21497546,1901720.6906241016,2691.256177260001,21218.808115518,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2016-17,2017,March,3,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,762,12140,105797.8797,2135050.1783900796,4577.6229,438995.855009,1180,4637,235037.69919,326500.85635426623,2467.71324,55313.8585106,6301,12626,4515531.81023,10429664.748009877,154514.80655,476567.53459736897,8964,9474,5994299.0627,570655.42237735,0,0,61,7352,162399.9821686601,61528.23442777904,2412.51037457,1932.2689409980007,3430,28842,2163187.1851909007,1125296.6906783436,1395.6289349899996,345.9369010560002,7124,32118,4783729.672098661,12626243.160827737,161504.93982457,917495.658547367,13574,42953,8392523.9470809,2022452.9694099599,3863.34217499,55659.795411656,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,2017,April,4,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,753,11830,106058.43154,2167404.2305539465,3399.88656,273236.2048265,1194,4832,267233.10215,301558.0350046706,3788.66137,76375.1966022,6314,12663,4518346.92644,10734788.305190574,107020.49773,243197.3326500959,9081,9588,6112818.47964,582327.868381004,0,0,61,7329,155955.72573903998,73072.76685784881,1551.91723433,1584.0190272800003,3517,29463,2207124.75844083,1114503.172878389,1321.7266801200008,320.2270392960002,7128,31822,4780361.08371904,12975265.302602371,111972.30152433,518017.5565038758,13792,43883,8587176.34023083,1998389.0762640636,5110.38805012,76695.423641496,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,2017,May,5,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,765,12158,106074.48636,2183351.78702812,4174.75711,307465.3827539,1201,4750,273767.77765,320010.2128435163,8113.89954,26572.1707445,6330,12690,4537665.38541,10809111.465730267,100601.4707,246945.25888306278,9223,9735,6106296.34792,581999.0345595459,0.0003,0.00004995,63,7364,158645.27947222005,74760.00297799475,1577.8497759500003,1527.9179163610002,3559,29472,2315752.993908308,1170341.3204448044,1385.4247175700011,264.771689841,7158,32212,4802385.15124222,13067223.255736383,106354.07758595001,555938.5595533238,13983,43957,8695817.119478308,2072350.5678478666,9499.324557570002,26836.942484290998,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,2017,June,6,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,773,12272,106019.57397,2235016.9044886385,3475.36148,454874.0712028,1231,4711,283335.03018,322050.71990722435,4757.92807,30819.3543189,5929,11885,4579677.01732,10808454.66067573,91154.26023,274292.60555173724,9790,10307,6179340.04474,602136.3636432291,15.10513,19.15210079,63,7270,161257.46273546,82702.97146899656,868.48565887,1657.5575581710002,3556,29315,2317018.986785477,1135116.8379876362,2144.6066891399946,813.2184241699997,6765,31427,4846954.05402546,13126174.536633365,95498.10736887001,730824.2343127083,14577,44333,8779694.061705478,2059303.9215380896,6917.639889139995,31651.72484386,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,2017,July,7,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,781,12245,107093.16836,2262733.1560669444,4297.91811,360501.9911905,1264,4793,295683.08243,329082.45438382926,569.34343,29538.1834756,5764,11539,4613770.36019,11412085.051110998,111842.31044,249884.30731654205,10039,10559,6242646.18466,602945.2066960161,22.90446,29.231414854999993,63,7213,161603.16081908008,86975.63758119848,1798.12205942,3062.7029963030004,3590,29330,2400960.0045980965,1092864.8550122099,1428.5015267799997,281.78270452700013,6608,30997,4882466.68936908,13761793.84475914,117938.35060942,613449.001503345,14893,44682,8939289.271688096,2024892.5160920552,2020.7494167799996,29849.197594981997,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,2017,August,8,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,785,12202,108331.47083,2302947.0089975144,11676.12263,338972.1779753,1322,4908,297220.03086,344107.28396120144,277.68919,19167.4287623,5781,11595,4620633.06871,11391616.978898939,95385.89113,232340.30768029857,10167,10693,6310711.15127,604471.4448387692,15.63928,5.718115245,64,7159,191310.97892186002,91141.44260993085,6572.60831946,2991.497153119,3632,29398,2373899.7547409334,1084372.4018944376,2095.221068299999,348.03760010900044,6630,30956,4920275.518461861,13785705.430506384,113634.62207946001,574303.9828087175,15121,44999,8981830.936870934,2032951.1306944082,2388.549538299999,19521.184477654,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,2017,September,9,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,777,11959,108522.44464,2326783.6999305156,5338.41539,353219.4357888,1363,5179,299212.08527,348934.4984915468,2141.15195,35211.5034166,5779,11606,4710476.39421,11336215.651108244,101073.6421,255208.2894148431,10311,10825,6431858.72727,620840.2267814301,155.0649,245.440039145,64,6990,189212.69099457003,91499.6484179486,4883.82096927,2587.6204583669996,3647,29203,2356239.1449900405,1120385.8499676553,1325.2928141800005,321.5716214559997,6620,30555,5008211.52984457,13754498.999456707,111295.87845927,611015.3456620101,15321,45207,9087309.95753004,2090160.575240632,3621.50966418,35778.515077201,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
