fiscal_year,year,month,month_numeric,data_from_table,depository,debt_listed_no.of_issuers_debt,debt_listed_no.of_active_instruments,debt_listed_demat_quantity_lakh,debt_listed_demat_value_rs_crore,debt_listed_quantity_settled_during_the_month_lakh,debt_listed_value_settled_during_the_month_rs_crore,debt_unlisted_no.of_issuers_debt,debt_unlisted_no.of_active_instruments,debt_unlisted_demat_quantity_lakh,debt_unlisted_demat_value_rs_crore,debt_unlisted_quantity_settled_during_the_month_lakh,debt_unlisted_value_settled_during_the_month_rs_crore,equity_listed_no.of_companies,equity_listed_no.of_active_instruments,equity_listed_demat_quantity_lakh,equity_listed_demat_value_rs_crore,equity_listed_quantity_settled_during_the_month_lakh,equity_listed_value_settled_during_the_month_rs_crore,equity_unlisted_no.of_companies,equity_unlisted_no.of_active_instruments,equity_unlisted_demat_quantity_lakh,equity_unlisted_demat_value_rs_crore,equity_unlisted_quantity_settled_during_the_month_lakh,equity_unlisted_value_settled_during_the_month_rs_crore,others_listed_no.of_issuers,others_listed_no.of_active_instruments,others_listed_demat_quantity_lakh,others_listed_demat_value_rs_crore,others_listed_quantity_settled_during_the_month_lakh,others_listed_value_settled_during_the_month_rs_crore,others_unlisted_no.of_issuers,others_unlisted_no.of_active_instruments,others_unlisted_demat_quantity_lakh,others_unlisted_demat_value_rs_crore,others_unlisted_quantity_settled_during_the_month_lakh,others_unlisted_value_settled_during_the_month_rs_crore,total_listed_no.of_issuers_of_debt_companies_equity,total_listed_no.of_active_instruments,total_listed_demat_quantity_lakh,total_listed_demat_value_rs_crore,total_listed_quantity_settled_during_the_month_lakh,total_listed_value_settled_during_the_month_rs_crore,total_unlisted_no.of_issuers_of_debt_companies_equity,total_unlisted_no.of_active_instruments,total_unlisted_demat_quantity_lakh,total_unlisted_demat_value_rs_crore,total_unlisted_quantity_settled_during_the_month_lakh,total_unlisted_value_settled_during_the_month_rs_crore,released_on,updated_on,data_source,data_url
2022-23,2023,February,2,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,877,8666,103049.48956,3260688.5443758373,667,119187,2915,12240,2259315.82311,899328.2685284994,904,16158,5885,12152,6820709.74042,22284664.9708485,119005,374030,30880,32941,16079164.81494,1470632.6296139439,0,0,197,2428,356165.72659120924,781174.2272021455,3141,4905,6115,31748,6016451.8361046985,1439672.5157338607,442,167,6959,23246,7279924.956571208,26326527.742426485,122813,498122,39910,76929,24354932.4741547,3809633.4138763035,1346,16324,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,2023,March,3,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,874,8680,102719.87723,3279158.188365962,1141,183386,2972,12490,2366359.21414,935305.7143147435,2269,47163,5843,12212,6805880.03835,22261190.595970742,144675,406586,31245,33261,16305212.77406,1484026.3776604563,0,0,186,2374,353533.54526384955,768247.537900084,4575,7248,6140,31915,6309604.438907718,1490961.1794805038,455,253,6903,23266,7262133.460843849,26308596.322236788,150391,597220,40357,77666,24981176.42710772,3910293.271455704,2723,47416,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,April,4,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,859,8570,102583.03254,3228741.1584676774,615,105313,3010,12805,2348167.76153,941683.9664081285,555,29517,5856,12242,6814668.47072,23358922.448936757,95873,315217,31408,33432,16410312.0812,1497308.8434392912,0,0,197,2363,353242.63618783944,841351.9931421364,2861,4136,6236,32132,6611678.678980642,1483751.4509097126,779,448,6912,23175,7270494.139447839,27429015.60054657,99348,424666,40654,78369,25370158.52171064,3922744.2607571324,1334,29965,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,May,5,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,852,8473,102207.37481,3225223.3140931283,942,136609,3020,12913,2516675.62674,961845.9375498084,12184,21540,5865,12276,6831384.75273,24400481.604586426,135652,421550,31683,33711,16544035.79306,1510402.074208631,0,0,198,2373,352145.79928569956,864712.6677107658,2973,5034,6346,32391,6696290.092646273,1532292.86038029,854,609,6915,23122,7285737.926825699,28490417.58639032,139567,563193,41049,79015,25757001.51244627,4004540.8721387293,13037,22149,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,June,6,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,851,8388,102198.93967,3251695.038526942,1104,204201,3054,13125,2539421.52282,1012646.16458329,11453,39957,5838,6046,6854989.73025,25532405.243459947,168439,568171,32002,40277,16651872.20077,1522088.9002151876,0,0,204,2336,379485.7649340202,880142.856986148,3165,5061,6348,32640,6758758.016402448,1540277.4026160603,900,531,6893,16770,7336674.43485402,29664243.138973035,172708,777433,41404,86042,25950051.739992447,4075012.467414538,12353,40487,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,July,7,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,835,8265,102127.36805,3008378.49409962,608,97494,3082,13477,2550373.44309,1253857.7646556625,23763,27077,5861,6069,6879551.48181,26306307.638717733,214272,703814,32171,40495,16723154.00424,1530710.9027452224,0,0,246,2464,633376.6007934189,1000081.2490420719,5326,7444,6409,32910,6735553.915295066,1477186.5745588583,457,137,6942,16798,7615055.450653419,30314767.381859425,220206,808752,41662,86882,26009081.36262507,4261755.241959743,24220,27214,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,August,8,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,827,8232,102466.15909,3018909.971837209,1156,99057,3119,13719,2482099.2089,1264694.8396264259,7368,33597,5851,6061,6984961.94706,26552533.511523057,219754,593118,32439,40804,16839455.25089,1541781.289101766,0,0,252,2485,622306.0854502087,1006552.4804836613,5119,6693,6454,33156,7093840.9297597585,1474695.6120427733,629,222,6930,16778,7709734.191600209,30577995.963843927,226029,698868,42012,87679,26415395.389549762,4281171.740770965,7997,33820,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,September,9,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,828,8275,102625.18454,3022325.26858874,584,81198,3145,13967,2500058.74734,1279990.9887583007,12428.64077,24435.4149179,5887,6102,7043819.14512,27216783.781424906,248802.57928,687834.6538887424,32660,41063,16996662.1462,1583419.5383322483,0,0,255,2444,639999.4623434689,987127.0289628722,6571.985087380001,8591.285937660998,6507,33627,7207797.460640393,1472607.0005512428,147,170,6970,16821,7786443.792003469,31226236.07897652,255958.49797738,777623.8237206034,42312,88657,26704518.354180396,4336017.527641792,12575.59093,24605.540763629,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,October,10,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,822,8250,102730.6267,3003857.4653980504,976,78243,3181,14174,2464513.37179,1294657.529753416,2792,23610,5904,6118,7069860.52128,26594186.47807736,193674,526105,32824,41262,17092383.44568,1569964.66242339,29,20,257,2436,642950.467562529,999834.6307050406,4915,7990,6692,35634,7550721.242226001,1495505.2383852953,173,231,6983,16804,7815541.615542529,30597878.57418045,199566,612338,42697,91070,27107618.059696,4360127.430562101,2994,23860,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,November,11,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,822,8293,102561.51626,3033123.8693459295,562,82615,3213,14416,2472333.7331,1320922.273817214,889,35716,5930,6141,7124610.86016,28660454.256310593,194636,477502,33056,41540,17138902.66234,1579759.1185540415,0,0,359,2586,669993.9729992488,1030753.6466990883,3397,5594,6717,38560,7441110.36552122,1497248.076098275,92,172,7111,17020,7897166.349419248,32724331.772355612,198595,565711,42986,94516,27052346.76096122,4397929.46846953,981,35887,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,December,12,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,818,8320,102616.23175,3057349.9098883555,876,93543,3247,14670,2481644.00879,1370668.3768992263,3172,45314,5888,6107,7137301.35539,31105672.89776071,282037,900577,33610,42137,17093570.2177,1584379.9369428514,244,836,359,2612,787651.941389019,1073014.166084779,9363,16849,6802,45955,7493442.584583254,1611422.3138477756,117,212,7065,17039,8027569.528529019,35236036.97373385,292277,1010969,43659,102762,27068656.811073255,4566470.627689853,3532,46363,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2024,January,1,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,822,8352,102584.38122,3091557.4748437735,1108.09484,90671.5068574,3292,14951,2581811.79758,1385682.8512925024,1046.37318,30268.207868,5910,6134,7153180.28403,32290868.698415294,303460.5546,832622.3416647845,33972,42565,17293798.52794,1583900.8380030426,184.28579,3139.68672003,368,2663,806596.018287099,1096404.372080768,7146.87377016,10899.475440167998,6939,48937,8798416.261547655,1961956.132575327,190.05805,237.57921284399995,7100,17149,8062360.683537099,36478830.54533984,311715.52321015997,934193.3239623525,44203,106453,28674026.587067656,4931539.821870872,1420.71702,33645.473800874,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2024,February,2,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,824,8337,102512.71269,3125140.048796173,975.08981,99200.5301057,3344,15248,2638896.29165,1405622.7806255654,8894.22917,44040.1644954,5926,6152,7157313.47076,32880559.63407258,283105.60581,800834.3634796096,34559,43213,17442249.2504,1605424.402411405,160.68424,5409.3148948,370,2727,835648.6064253191,1120408.4618168233,7003.87785385,10266.003523642004,7058,50058,9053091.999522457,2120593.1620300943,1089.0642769299998,700.075378994,7120,17216,8095474.789875319,37126108.14468558,291084.57347385,910300.8971089516,44961,108519,29134237.541572455,5131640.345067065,10143.97768693,50149.554769194,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2024,March,3,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,826,8418,102177.02867,3174046.708511797,585.45964,114295.8040494,3392,15518,2734264.50099,1414288.977700346,2269.2618,39100.8954405,5945,6173,7191704.33763,32831975.857470494,225253.48286,831663.2666361926,35416,44131,17668268.34659,1627619.3998359542,582.90739,7027.4661175500005,382,2676,883892.0417236487,1115657.45574067,7982.46955989,12602.784659339999,7148,51155,9131849.731385497,2180599.2135014283,923.16874,425.572636725,7153,17267,8177773.408023649,37121680.021722965,233821.41205988996,958561.8553449326,45956,110804,29534382.578965496,5222507.591037729,3775.33793,46553.934194775,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,April,4,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,816,8399,101554.5785,3172510.868165686,378.41522,75873.6595586,3458,15862,2950881.19081,1439306.2025197325,762.36382,26086.4410371,5962,6196,7356382.93291,34331337.51021094,271233.31675,763380.1664605046,35959,44724,17858040.94488,1652294.73711657,804.24539,2657.56610349,387,2673,902691.4001392387,1128893.7539534569,8776.790280340001,12516.729497078006,7442,54850,9419619.844891353,2233044.989459391,461.57580397,285.20055687599995,7165,17268,8360628.9115492385,38632742.13233008,280388.52225034003,851770.5555161827,46859,115436,30228541.980581354,5324645.929095694,2028.18501397,29029.207697466,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,May,5,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,810,8413,101337.06403,3173891.5928190593,619.34963,88805.1862672,3495,16119,2962825.86367,1471817.4841033688,11709.51277,44148.0756975,5994,6233,7400696.04305,34805571.79825065,256601.77287,826415.0641018592,37400,46259,18003770.46055,1694686.2420736358,558.15097,2781.3676693950006,380,2664,864043.696037229,1147477.3030899228,8176.83412332,12416.294843371,7647,56929,9920988.519339615,2282657.0852238596,1009.1052481999999,469.465710153,7184,17310,8366076.80311723,39126940.694159634,265397.95662332,927636.5452124304,48542,119307,30887584.843559615,5449160.811400864,13276.7689882,47398.909077048,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,June,6,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,813,8489,98942.08034,3220547.0827116584,418.1777,97052.8466657,3523,16215,3054397.96433,1457944.1579210826,5358.99649,28114.1999454,6017,6261,7457977.77178,37088785.72440332,312171.98616,1135608.03345671,38597,47521,18193186.7536,1787664.6929983913,765.16119,2540.2664656720003,384,2654,932336.1997692392,1173763.5950332142,11843.858431319999,15542.911555110999,7753,58230,10070045.057070706,2345759.987475504,637.32727328,282.675652594,7214,17404,8489256.051889239,41483096.402148195,324434.02229131997,1248203.7916775208,49873,121966,31317629.775000706,5591368.838394978,6761.48495328,30937.142063666,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,July,7,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,803,8479,98987.09914,3266200.893187759,525.4782,119305.4090194,3566,16342,2914071.96975,1464560.9138425002,2523.26478,35810.332599,6059,6308,7540684.49349,39144211.45721949,292243.67756,1002766.1049676514,40148,49181,18387153.90719,1736494.3895380893,253.30172,1873.53545452,404,2753,1093177.68235423,1250027.1473177583,10028.15628621,14342.625122819012,7900,59814,10285931.150757963,2212280.542640327,919.1439216599999,328.9205073670001,7266,17540,8732849.27498423,43660439.49772501,302797.31204621,1136414.1391098704,51614,125337,31587157.027697958,5413335.8460209165,3695.71042166,38012.788560887,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,August,8,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,805,8492,99040.99004,3307928.8584617614,627.84642,122278.8197731,3526,15805,2937001.78654,1476666.969008017,13574.51554,34479.873718,6095,6342,7665040.68129,39421322.42020869,248178.7483,924790.3002768111,42500,51608,18458350.16497,1725895.825817477,69.72334,700.0675012079998,413,2794,1120396.4218330288,1283059.218984082,15129.68228021,20277.04552038098,8013,61316,10370367.720478157,2269637.750597586,1017.12363,488.35401550999984,7313,17628,8884478.093163028,44012310.497654535,263936.27700021,1067346.1655702922,54039,128729,31765719.671988152,5472200.54542308,14661.36251,35668.295234717996,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,September,9,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,812,8594,99239.05688,3396099.6826973106,480.34532,128168.3324236,3554,16028,2941502.53232,1478444.7616693818,2485.15423,37511.618334,6128,6375,7837926.64865,40369287.72730551,295606.76216,1078986.90637145,45399,54620,18686985.32606,1739849.583981924,403.65157,1581.3937494360002,410,2806,1125285.5567155196,1291535.6669610273,15810.880087940002,21172.47845682299,8187,62868,10796226.148177825,2336557.7305920674,1504.31097,471.4061648030001,7350,17775,9062451.26224552,45056923.07696385,311897.98756793997,1228327.717251873,57140,133516,32424714.006557826,5554852.076243373,4393.11677,39564.418248239,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,October,10,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,818,8656,99235.18319,3426622.7183229034,313.52405,120346.2267191,3621,16357,2949570.1199,1483816.949343084,5088.87626,38466.0588906,6140,6389,7873450.57587,36917910.79115939,213622.4401,852349.6558686757,47890,57201,19076153.609,2669055.056861909,556.93323,2628.2702382699995,422,2825,1271070.2682390497,1297429.954132171,14937.503772229999,21522.05147269698,8337,64088,10692476.354769703,2340204.2248681663,326.31714,206.85253154400002,7380,17870,9243756.02729905,41641963.463614464,228873.46792223,994217.9340604729,59848,137646,32718200.083669703,6493076.23107316,5972.12663,41301.181660414004,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,November,11,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,820,8678,99244.91158,3469578.790873455,305.09691,86848.2084954,3712,16747,3040676.90932,1495219.7801403997,23820.30662,40081.5015674,6156,6404,8018794.76059,37925444.634344965,174107.28312,747214.696201465,49912,59287,19533197.78278,1911002.583025334,1070.4794,1828.8497937179995,420,2804,1276942.6308125192,1285115.1319271298,11411.466222750001,14952.105400268998,8317,65239,10796286.804564288,2382549.922883948,531.30214286,174.27096212400002,7396,17886,9394982.30298252,42680138.55714555,185823.84625275002,849015.0100971339,61941,141273,33370161.496664286,5788772.286049681,25422.088162859996,42084.622323242,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2024-25,2024,December,12,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,821,8760,99269.52147,3522826.832255825,64.13691,4373.7385759,3808,17122,3110168.3164,1503324.819247206,14.58406,990.9314551,6161,6412,8186166.65651,37463246.42825607,187372.63624,775354.8182522807,53169,62609,20573313.36986,2061150.1065911488,5445.57406,11590.510979963003,419,2769,1278858.601901399,1253445.6831300624,9870.91913077,16433.978922945003,8471,66635,11025035.30050462,2490503.092204339,621.85443,536.743428408,7401,17941,9564294.7798814,42239518.94364196,197307.69228077,796162.5357511258,65448,146366,34708516.98676462,6054978.018042694,6082.01255,13118.185863471004,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
